,Comment
361,"['keluarga', 'sy', 'obat', 'rumah', 'sakit', 'kendala', 'biaya', 'lumayan', 'alhamdulillah', 'semenjak', 'jamin', 'sehat', 'nasional', 'kelola', 'bpjs', 'sehat', 'bantu', 'skrg', 'tua', 'sy', 'obat', 'kontrol', 'rutin', 'rumah', 'sakit', 'bayar', 'iur', 'banding', 'dgn', 'biaya', 'layan', 'sehat', 'rumah', 'sakit', 'terimakasih', 'bpjs', 'sehat']"
362,"['syukur', 'program', 'bpjs', 'sehat', 'karna', 'program', 'bantu', 'sakit', 'butuh', 'biaya', 'yg', 'sehat', 'bantu', 'orangorang', 'yg', 'sakit']"
363,"['perintah', 'hadir', 'dasar', 'bangun', 'sosial', 'solidaritas', 'biaya', 'perintah', 'kalo', 'turun', 'kelas', 'moga', 'indonesia', 'sehat', 'moga', 'masyarakat', 'indonesia', 'bijak', 'paham', 'kondisi', 'gotong', 'royong', 'utk', 'indonesia']"
364,"['perintah', 'hadir', 'tengah', 'masyarakat', 'program', 'jknkis', 'wajar', 'masyrakat', 'partisipasi', 'masyarakat', 'bangun', 'hidup', 'negara', 'yg']"
365,"['alhamdulliah', 'dengana', 'program', 'rakyat', 'bantu', 'pemanfatan', 'sehat', 'sakit', 'perintah', 'pusat', 'daerah', 'hadir', 'bantu', 'terimakasih', 'bpjs', 'sehat']"
366,"['kalo', 'liat', 'perintah', 'sudh', 'bantu', 'masyarakat', 'yg', 'yg', 'rasa', 'manfaat']"
367,"['program', 'manfaat', 'masyarakat', 'terbantubanyak', 'yg', 'obat', 'dg', 'bpjs', 'berobatjika', 'manfaatnyaiuran', 'bantu', 'yg', 'kaya', 'tolong', 'yg', 'miskinyg', 'sehat', 'tolong', 'yg', 'sakit', 'semangat', 'gotong', 'royong', 'tolong']"
368,"['iur', 'jkn', 'alami', 'sesuai', 'langsung', 'program', 'jkn', 'krn', 'program', 'jkn', 'bantu', 'lapis', 'masyarakat', 'tdk', 'qt', 'keluh', 'dgn', 'sesuai', 'iur', 'krn', 'perintah', 'sdh', 'bijak', 'dgn', 'tawar', 'opsi', 'pilih', 'kelas', 'sesuai', 'mampu', 'qt', 'msh', 'tdk', 'qt', 'jg', 'bs', 'daftar', 'sbg', 'pbi', 'be', 'wise', 'gaes']"
369,"['sy', 'sakit', 'kronis', 'yg', 'konsumsi', 'obat', 'kl', 'gak', 'tanggung', 'bpjs', 'sehat', 'siapin', 'uang', 'rb', 'blum', 'kontrol', 'fungsi', 'paru', 'darah', 'dll', 'yg', 'biayany', 'smpai', 'juta', 'kl', 'nabung', 'sndiri', 'rb', 'bulan', 'gak', 'tp', 'bayar', 'iur', 'rutin', 'tangan', 'dg', 'bpjs', 'kesehatanterimakasi', 'bpjs', 'sehat', 'terimakasi', 'rakyat', 'indonesia', 'yg', 'sdh', 'patuh', 'bayar', 'iuransaling', 'bantu', 'sehat', 'bangsa', 'terimakasiih', 'bpjs', 'sehat', 'terimakasih', 'perintah', 'hadiir', 'utk', 'masyarakat', 'indonesiaaaa']"
370,"['gotong', 'royong', 'rakyat', 'tertolongterima', 'kasih', 'bpjs', 'jalan', 'program', 'jkn']"
371,"['ayo', 'rutin', 'bayar', 'iur', 'niat', 'utk', 'bantu', 'saudara', 'yg', 'sakit', 'doa', 'iur', 'mjd', 'wasilah', 'allah', 'swt', 'hindar', 'dr', 'lapar', 'coba', 'hidup', 'sakit']"
372,"['moga', 'program', 'tahan', 'krna', 'bantu', 'sdh', 'rasa', 'manfaat']"
373,"['terimakasih', 'bpjs', 'sehat', 'negara', 'hadir', 'rakyat']"
374,"['klw', 'niat', 'bantu', 'insyaallah', 'yg', 'berat', 'serta', 'yg', 'blm', 'menggunakanmya', 'alhamdulillah', 'sehat', 'iur', 'yg', 'bayar', 'anggap', 'aja', 'sedekah', 'kah', 'sedekah', 'menghidari', 'dr', 'marabahaya', 'sakit', 'klw', 'sy', 'pilih', 'rutin', 'bayar', 'iur', 'gg', 'sakit', 'drpd', 'bpjs']"
375,"['salah', 'bentuk', 'negara', 'hadir', 'bantu', 'masyarakat']"
376,"['terima', 'kasih', 'perintah', 'program', 'jkn', 'kisnya', 'bantu', 'jamin', 'sehat', 'semangat', 'gotong', 'royong', 'bantu', 'rakyat', 'negara', 'peran', 'subsidi', 'rakyat', 'moga', 'program', 'sustain', 'sambung']"
377,"['moga', 'sustainable', 'bpjs', 'sehat', 'jaga', 'gantung', 'program', 'sepupu', 'minggu', 'cuci', 'darah', 'bpjs', 'sehat', 'bayang', 'nggak', 'bpjs', 'sawah', 'kebun', 'jual', 'biaya', 'nyamaaf', 'curhathahaha']"
378,"['berat', 'kelas', 'turun', 'kelas', 'berat', 'kelas', 'turun', 'kelas', 'berat', 'aju', 'surat', 'miskin', 'gengsi', 'sehat', 'mahal', 'mahal', 'pakai', 'bpjs', 'pake', 'asuransi', 'swasta', 'silah', 'yg', 'penting', 'cover', 'sehat', 'keluarga']"
379,"['risau', 'negara', 'hadir', 'bantu', 'masyarakat', 'subsidi', 'iur', 'moga', 'jalan', 'program']"
380,"['banget', 'masyarakat', 'rasa', 'manfaat', 'bpjs', 'kesehatanbaik', 'bayar', 'iur', 'mandiri', 'pbi', 'inti', 'proses', 'baik', 'tuntut', 'bpjs', 'fakes', 'tahu', 'pola', 'pikir', 'masyarakat', 'gotong', 'royong', 'bayar', 'iur', 'rubah']"
381,"['premi', 'murah', 'manfaat', 'bpjs', 'sehat']"
382,"['patut', 'syukur', 'masyarakat', 'sempat', 'serta', 'program', 'jamin', 'sehat', 'iur', 'yg', 'relatif', 'rendah', 'banding', 'luas', 'manfaat', 'yg', 'terima', 'sempat', 'yg', 'batas', 'utk', 'kelompok', 'sj', 'mari', 'bantu', 'bayar', 'iur', 'utk', 'oleh', 'lindung', 'aman', 'risiko', 'biaya', 'layan', 'sehat', 'yg', 'prediksi']"
383,"['bpjs', 'sehat', 'batu', 'masyarakat', 'tolong']"
384,"['alhamdulillah', 'fair', 'iur', 'langsung', 'program', 'jkn', 'kelas', 'nilai', 'manfaat', 'manfaat', 'masyarakat', 'tinggi', 'kelas', 'krn', 'iur', 'beban', 'serta', 'negara', 'hadir', 'utk', 'subsidi', 'yg', 'covid', 'nilai', 'pas', 'yg', 'belanja', 'mall', 'bayar', 'bpjs', 'sehat', 'indonesia', 'sehat', 'sejahtera']"
385,"['terima', 'kasih', 'bpjs', 'sehat', 'terima', 'kasih', 'layan', 'masyrakat']"
386,"['sesuai', 'iur', 'langsung', 'program', 'jknkis', 'coba', 'cari', 'asuransi', 'mengcover', 'biaya', 'layan', 'sehat', 'kuota', 'tahun', 'kelas', 'mana', 'pilih', 'kelas', 'asuransi', 'iur', 'mengcover', 'puluh', 'juta', 'ratus', 'juta', 'screening', 'daftar', 'sakit', 'jantung', 'kanker', 'yg', 'daftar']"
387,"['gotong', 'royong']"
388,"['alhamdulillah', 'program', 'jkn', 'bantu', 'masyarakat']"
389,"['jkn', 'bantu']"
390,"['cobaa', 'negara', 'masyarakatiuran', 'wajar', 'yg', 'kelas', 'kelas', 'kelas', 'ngga']"
391,"['coba', 'masyarakat', 'indonesia', 'baca', 'deh', 'bgmna', 'regulasi', 'kelas', 'iur', 'subsidi', 'perintah', 'iur', 'kelas', 'kelas', 'yg', 'warga', 'yg', 'gotong', 'royong', 'syukur', 'asuransi', 'sehat', 'program', 'perintah', 'jangkau', 'masyarakat', 'lndonesia', 'mana', 'asuransi', 'dapat', 'biaya', 'program', 'perintah', 'benefitnya', 'rasa', 'melahiirkan', 'cuci', 'darah', 'pas', 'jantung', 'benefit', 'syukur', 'program', 'perintah', 'rasa', 'masyarakat', 'luas', 'duit', 'malu', 'harap', 'yg', 'gratis', 'koar', 'koar', 'harap', 'yg', 'gratis', 'program', 'bpjs', 'sehat', 'jalan', 'depan', 'ayo', 'kerjasama', 'program', 'perintah', 'sel', 'program', 'perintah', 'ayo', 'pelihara', 'program', 'tingkat', 'gotong', 'royong', 'pelihara', 'program', 'semangat', 'jaya', 'indonesiajaya', 'bpjs', 'sehat']"
392,"['jkn', 'milik', 'bersamajadi', 'mari', 'gotong', 'royong', 'biar', 'masyarakat', 'sakit', 'takut', 'obat', 'masyarakat', 'indonesia', 'sehatbangsa', 'sehat']"
393,"['ga', 'mbayang', 'deh', 'gimana', 'klo', 'program', 'jkn', 'bpjs', 'sehat', 'ga', 'senyum', 'bahagia', 'optimisme', 'pasien', 'cuci', 'darah', 'kemoterapi', 'yg', 'berobatx', 'rutin', 'biayax', 'ga', 'murah', 'ambyaaarrrr', 'bener', 'tu']"
394,"['program', 'bantu']"
395,"['yg', 'sakit', 'pasien', 'rawat', 'inap', 'rasa', 'dampak', 'positif', 'program', 'jkn', 'bpjs', 'sehat', 'iur', 'bpjs', 'yg', 'kelas', 'kelas', 'anggap', 'serta', 'bayar', 'kelas', 'subsidi', 'perintah', 'serta', 'bpjs', 'yg', 'rasa', 'dampak', 'positif', 'program', 'jkn', 'bantu', 'bpjs', 'sehat', 'terima', 'kasih', 'bpjs', 'sehat', 'terima', 'kasih', 'perintah', 'gotong', 'royong', 'tolong', 'bpjs', 'sehat', 'indonesia', 'sehat']"
396,"['saudara', 'serta', 'jkn', 'kls', 'derita', 'ca', 'servix', 'layan', 'kemo', 'kelas', 'vip', 'tdk', 'iur', 'biaya', 'negara', 'bukti', 'hadir']"
397,"['alhamdulillah', 'gotong', 'royong', 'tolong', 'tolong', 'yg']"
398,"['mari', 'buka', 'pikir', 'cermat', 'bijak', 'sesuai', 'iur', 'banding', 'manfaat', 'yg', 'program', 'program', 'moga', 'ladang', 'amal', 'baik', 'bantu', 'gotong', 'royong', 'tolong', 'terimakasih', 'bpjs', 'sehat']"
399,"['terima', 'kasih', 'bpjs', 'sehat', 'perintah', 'masyarakat', 'indonesia', 'gotong', 'royong', 'bayar', 'iur', 'tua', 'babe', 'rs', 'bolak', 'bpjs', 'sehat', 'biaya', 'ny', 'mahal', 'terima', 'kasih']"
400,"['semangat', 'gotong', 'royong', 'bpjs', 'perintah', 'hadir', 'tengah', 'masyarakat', 'moga', 'niat', 'mudah']"
401,"['alhamdulillah', 'keluarga', 'bantu', 'bpjs', 'paman', 'serang', 'jantung', 'rawat', 'icu', 'istri', 'sepupu', 'lahir', 'anak', 'rawat', 'inkubator', 'berat', 'badan', 'bayi', 'lahir', 'rendah', 'kakak', 'operasi', 'katarak', 'alhamdulillah', 'bayar', 'peser', 'terima', 'kasih', 'bantu', 'gotong', 'royong', 'rakyat', 'indonesia', 'tenaga', 'medis', 'indonesia', 'moga', 'allah', 'angkat', 'derajat', 'tenaga', 'medis', 'juang', 'indonesia', 'sehat']"
402,"['bpjs', 'sehat', 'tolong', 'juta', 'masyarakat', 'indonesia', 'butuh', 'layan', 'sehat', 'sadar', 'masyarakat', 'indonesia', 'program', 'gotong', 'royong', 'minim', 'rubah', 'perspektif', 'masyarakat', 'program', 'manusia', 'positif']"
403,"['dirut', 'bpjs', 'sehat', 'rb', 'manfaat', 'program', 'salah', 'satu', 'kakak', 'sy', 'operasi', 'keluar', 'biaya', 'sepersenpunga', 'bayang', 'klo', 'ga', 'bpjs', 'kesehatanterimakasi', 'bpjs', 'sehat']"
404,"['jamin', 'sehat', 'kualitas', 'diskriminasi']"
405,"['sy', 'wajar', 'iur', 'bpjs', 'sehat', 'disesuaikankrn', 'tahun', 'jg', 'biaya', 'alami', 'naik', 'spt', 'biaya', 'kesehatanpendapatangaji', 'masyarakat', 'jg', 'cenderung', 'tahunnyaklo', 'berat', 'iur', 'pilih', 'kelas', 'sesuai', 'mampu', 'keluarga', 'tetep', 'payung', 'sehat', 'saat', 'sakit', 'maju', 'terus', 'bpjs', 'sehat']"
406,"['terima', 'kasih', 'bpjs', 'terima', 'kasih', 'hadir', 'keluarga', 'terima', 'kasih', 'semangat', 'bantu', 'bpjs', 'mertua', 'kena', 'cancer', 'obat', 'bpjssaat', 'alhamdulillah', 'beliau', 'kondisi', 'sehat', 'jaya', 'bpjs']"
407,"['iur', 'kls', 'mandiri', 'tdk', 'jd', 'yg', 'kls', 'mandiri', 'subsidi', 'perintah', 'dtambah', 'shg', 'jd', 'perintah', 'mengsubisidi', 'utk', 'pasien', 'mandiri', 'kls']"
408,"['trimakasi', 'perintah', 'jamin', 'sehat', 'masyarakatny', 'bpjs', 'sehat', 'sy', 'rasa', 'manfaatny', 'mana', 'asuransi', 'swasta', 'tanggung', 'biaya', 'salin', 'bpjs', 'kesehatanke', 'anak', 'sy', 'tanggung', 'penuy', 'bpjs', 'kesehataninilah', 'bukti', 'perintah', 'duli', 'masyarakat']"
409,"['negara', 'hadir', 'bayar', 'iur', 'ratus', 'juta', 'duduk', 'kelas', 'subsidi', 'perintah', 'dg', 'hanyar', 'bayar', 'jiwa', 'bulan', 'bayar', 'perintah', 'pusat', 'silah', 'daftar', 'kelas', 'kelas', 'mampu', 'kelas', 'daftar', 'kelas', 'gotong', 'royong', 'tolong']"
410,"['warga', 'negara', 'bantu', 'perintah', 'iur', 'program', 'jkn', 'bantu', 'butuh', 'mari', 'gotong', 'royong', 'bantu', 'indosesia', 'sehat']"
411,"['rakyat', 'indonesia', 'nilai', 'bagus', 'ajar', 'ekonomi', 'paham', 'prinsip', 'keluar', 'sekecilkecilnya', 'hasil', 'sebesarbesarnya', 'prinsip', 'ekonomi', 'terap', 'program', 'jkn', 'iur', 'gratis', 'bagus', 'manfaat', 'sakit', 'dunia', 'tanggung', 'sebesarbesarnya', 'mudah', 'alfonso', 'negara', 'eropa', 'aja', 'iya', 'gratis', 'healthcarenya', 'pajak', 'hasil', 'situ', 'banding', 'coba', 'banding', 'era', 'jkn', 'situ', 'sakit', 'jantung', 'jamin']"
412,"['alhamdulillah', 'operasi', 'gigi', 'impaksi', 'dicover', 'bpjs', 'bayar', 'terimakasih', 'bpjs']"
413,"['alhamdulillah', 'bpjskalau', 'sakit', 'bingung', 'cari', 'uang', 'kl', 'sehat', 'alhamdulillah', 'bantu', 'sakit']"
414,"['mari', 'dukung', 'perintah', 'program', 'jkn', 'tetep', 'jalan', 'paham', 'atur', 'waktu', 'bayar', 'iur', 'shg', 'klo', 'butuh', 'nikmat', 'layan', 'terimakasih', 'bpjs', 'informasi']"
415,"['coba', 'rakyat', 'indonesia', 'juta', 'wajib', 'bpjs', 'minimal', 'kelas', 'coba', 'hitung', 'uda', 'naekin', 'iur', 'bpjs', 'ken', 'aja', 'kerja', 'ngusahain', 'rakyat', 'bpjs', 'layan', 'muas', 'rakyat', 'bpjs', 'kalo', 'layan', 'daftar', 'bpjs', 'serta', 'dapat', 'ayo', 'reformasi', 'bpjs']"
416,"['terimakasih', 'sngt', 'bantu', 'dgn', 'program', 'jkn', 'kait', 'naik', 'iur', 'wajar', 'kait', 'dgn', 'manfaat', 'yg', 'jamin', 'tdk', 'banding', 'dgn', 'jamin', 'asuransi', 'layan', 'faskes', 'tingkat', 'tingkat', 'peduli', 'kritis', 'masyarakat', 'sehat']"
417,"['bnyak', 'yg', 'rasa', 'manfaat', 'jkn', 'kis', 'terima', 'kasih', 'bpjs', 'sehat']"
418,"['alhamdulillah', 'perintah', 'subsidi', 'iur', 'kelas']"
419,"['gotong', 'royong', 'tertolongiuran', 'bpjs', 'kes', 'sgt', 'bs', 'dijangkaubeli', 'rokok', 'bisagiliran', 'bayar', 'bpjs', 'yg', 'bulan', 'ngeluhkeberatan', 'jamin', 'sehat', 'yg', 'bs', 'mengcover', 'bpjs', 'keslihat', 'betapa', 'juta', 'org', 'yg', 'bantu', 'dgn', 'bpjsjgn', 'hnya', 'pas', 'sakit', 'daftar', 'jamin', 'pake', 'bpjs', 'iur', 'bpjs', 'bantu', 'saudara', 'yg', 'sakit', 'terimakasih', 'bpjs', 'sehat']"
420,"['iur', 'dinaikin', 'dikit', 'protes', 'iur', 'turun', 'lupa', 'bayarbahagaikan', 'tebu', 'manis', 'air', 'nyaampasnya', 'buang', 'syukur', 'sdh', 'bantu', 'ptbpjs', 'kesehatanbayar', 'lahir', 'sesar', 'jdi', 'pikir', 'terima', 'kasih']"
421,"['inti', 'yg', 'kn', 'kelas', 'yg', 'kelas', 'gk', 'klo', 'tdk', 'turun', 'kelas', 'klo', 'msh', 'gk', 'yg', 'dibayarin', 'perintah', 'pilih']"
422,"['ayo', 'gotong', 'royongpemerintah', 'bantu', 'yg', 'jalan', 'jamin', 'sehat', 'nasionaljangan', 'jamin', 'sehat', 'warga', 'negara', 'indonesia', 'miskin', 'biaya', 'layan', 'sehat', 'tinggijangan', 'lupa', 'jaga', 'kesehatansehat', 'mahal', 'kawan']"
423,"['jknkis', 'bukti', 'negara', 'lindung', 'rakyat', 'lndonesia', 'sistem', 'gotong', 'royong']"
424,"['butuh', 'aman', 'sakit', 'jamin', 'khawatir', 'finansial', 'tengah', 'pandemi', 'tentu', 'iur', 'dasar', 'mampu', 'ga', 'bantu', 'perintah', 'tp', 'apa', 'mdhan', 'sehat', 'shg', 'iur', 'bayar', 'bantu', 'serta', 'butuh', 'gotong', 'royong', 'tolong']"
425,"['mhon', 'bijak', 'sikap', 'permaslahan', 'bpjs', 'klo', 'mnurut', 'sya', 'sbgai', 'masyarakat', 'hrus', 'fair', 'scara', 'keseluruhanjgn', 'bsa', 'komentar', 'keluh', 'iur', 'sja', 'cba', 'smw', 'masyarakat', 'coment', 'bpjs', 'bubar', 'atw', 'tetp', 'dijalankansya', 'presentasi', 'terbyk', 'harap', 'bpjs', 'berjalankrna', 'sya', 'bpjs', 'bgitu', 'byk', 'sdh', 'bantu', 'dn', 'brmanfaat', 'byk', 'orgkluarga', 'sya', 'jg', 'byk', 'yg', 'manfaat', 'bpjs', 'kes', 'saran', 'sya', 'sieh', 'yg', 'gk', 'byar', 'klas', 'byar', 'kelas', 'msh', 'tdk', 'bayar', 'kelas', 'sjamnurut', 'sya', 'kelas', 'ringanbeda', 'lgi', 'niatny', 'gk', 'bayar']"
426,"['syukur', 'kelas', 'bpjs', 'sehat', 'rasa', 'lho', 'manfaat', 'temenku', 'mahasiswa', 'dr', 'kota']"
427,"['terima', 'kasih', 'bpjs', 'sehat', 'kemarin', 'tante', 'suami', 'sakit', 'nyeri', 'dada', 'bawa', 'rs', 'rawat', 'inap', 'kelas', 'tambah', 'biaya', 'layan', 'beliau', 'kelas', 'kelas', 'beda', 'layan', 'so', 'bpjs', 'mahal', 'pilih', 'kelas', 'kelas', 'manfaat', 'luat', 'banding', 'iur', 'bayar']"
428,"['terimakasih', 'bpjs', 'sehat', 'bantu', 'rakyat', 'indonesia']"
429,"['terimakasih', 'bpjs', 'sehat', 'rasa', 'manfaat', 'diopnam', 'bayar', 'peser', 'bpjs', 'sehat', 'is', 'the', 'best', 'lahlanjutkan']"
430,"['iur', 'klas', 'tuntut', 'sampe', 'ma', 'biaya', 'cuci', 'darah', 'bulan', 'cuci', 'darah', 'adil', 'bangsa', 'pikiiirrrr']"
431,"['mari', 'paham', 'regulasi', 'mlihat', 'sisi', 'sisi', 'msyrakat', 'sbaliknya', 'krn', 'program', 'sdah', 'sngt', 'manfaat', 'masyrakat', 'mmbtuhkan', 'plyanan', 'kshatan', 'mmlihlah', 'hak', 'krlas', 'dgn', 'bijak', 'dsesuaikan', 'kmmpuan', 'finansial']"
432,"['syukur', 'bpjs', 'sehat', 'moga', 'sehat', 'bantu', 'serta', 'sakit', 'gotong', 'royong', 'tolong']"
433,"['asa', 'benci', 'apa', 'putus', 'kritik', 'habis', 'habis']"
434,"['jaman', 'askes', 'ubah', 'bpjs', 'sehat', 'lumayan', 'manfaat', 'kalo', 'pilih', 'sedekah', 'iur', 'rasa', 'sakit']"
435,"['perintah', 'andil', 'bantu', 'masyarakat', 'masyarakat', 'yg', 'krg', 'mampusaya', 'lahir', 'anak', 'bpjs', 'sakit', 'sakit', 'kenal', 'waktu', 'terbantuterima', 'kasih', 'bpjs', 'sehat']"
436,"['gak', 'jamin', 'skit', 'sakit', 'yg', 'dideritaliat', 'yg', 'obat', 'rumah', 'sakit', 'negara', 'hadiryang', 'udh', 'jt', 'lbh', 'warga', 'yg', 'dbantu', 'iur', 'dr', 'pemrintah', 'mandiri', 'sila', 'sesuai', 'mampu', 'kebtuhan', 'kelas', 'perintah', 'solusikita', 'peduli', 'kitadan', 'peduli', 'dgn']"
437,"['mari', 'buka', 'pikir', 'utk', 'iur', 'jkn', 'kis', 'keluar', 'manfaat', 'sakit', 'imbang', 'layan', 'sehat', 'sakit', 'posisi', 'masyarakat', 'sakit', 'bayar', 'biaya', 'rumah', 'sakit', 'juta', 'rupiah', 'program', 'bantu', 'layan', 'sehat', 'masyarakat', 'manfaat', 'iur', 'bayar', 'bantu', 'utk', 'sakit', 'gotong', 'royong', 'tolong']"
438,"['gotong', 'royong', 'tertolongkalau', 'warga', 'indonesia', 'gotong', 'royong', 'tetangga', 'belah']"
439,"['program', 'yg', 'mulia', 'sukses', 'program', 'jkn']"
440,"['alhamdulillah', 'terima', 'kasih', 'bpjs', 'sehat', 'mambantu', 'masyarakat', 'masyarakat', 'doa', 'bpjs', 'sehat', 'depan']"
441,"['coba', 'paham', 'bijak', 'perintah', 'acara', 'ros', 'buka', 'banyak', 'bs', 'kritik', 'perintah', 'tanggung', 'mengratiskan', 'iur', 'serta', 'bpjs', 'serta', 'kelas', 'subsidi']"
442,"['ucap', 'alhamdulillah', 'dgn', 'puas', 'sperti', 'hal', 'perintah', 'pilih', 'masyarakat', 'dgn', 'subsidi', 'iur', 'yg', 'kelas', 'tinggal', 'skrng', 'masyarakat', 'yg', 'pilih', 'apakh', 'jngn', 'mendaptkan', 'fasilitas', 'yg', 'tinggi', 'tdk', 'mw', 'bayar']"
443,"['keluarga', 'anggap', 'mobil', 'asuransi', 'celaka', 'kembali', 'premi', 'pakai', 'waktu', 'ngeklaim', 'bayar', 'biaya', 'risiko', 'deductible', 'sehat', 'sakti', 'alhamdulillaah', 'program', 'jkn', 'bantu', 'biaya', 'sehat', 'keluarga', 'bayar', 'kelas', 'turun', 'kelas', 'turun', 'kelas', 'insya', 'allah', 'timbang', 'bayar', 'biaya', 'sehat']"
444,"['alhamdulillah', 'bpjs', 'sehat', 'gpplah', 'bayar', 'iur', 'yg', 'sehat', 'terusss']"
445,"['gotong', 'royong', 'utk', 'jamin', 'sehat', 'yg']"
446,"['gotong', 'royong', 'tolong', 'moga', 'program', 'jkn', 'kualitas', 'moga', 'butuh', 'layan', 'sehat', 'bantu', 'rakyat']"
447,"['alhamdulillah', 'biaya', 'operasi', 'istri', 'gratis', 'biaya', 'sedikit', 'tanggung', 'bpjs', 'sehat', 'terimakasih', 'bpjs', 'sehat', 'warga', 'negara', 'indonesia', 'kontribusi', 'jaga', 'langsung', 'jamin', 'sehat', 'nasional', 'negeri']"
448,"['ratus', 'juta', 'warga', 'gratis', 'iur', 'pemerintahmonggo', 'mari', 'literasi', 'regulasinyasalam', 'sehat']"
449,"['baik', 'layan', 'pandang', 'bulu', 'layan', 'medis', 'lengkap', 'iur', 'murah', 'gelut', 'layan', 'asuransi', 'komersial', 'tau', 'jangkau', 'lapis', 'masyarakat', 'indonesia']"
450,"['mana', 'nyari', 'asuransi', 'bagus', 'bpjs', 'kesehatanudah', 'syarat', 'daftar', 'gampang', 'tanggung', 'pulasaya', 'rasa', 'waktu', 'kakak', 'rawat', 'bolak', 'rs', 'peser', 'keluar', 'biaya', 'klo', 'total', 'biaya', 'yg', 'tanggung', 'tu', 'jtsemoga', 'yg', 'pd', 'julid', 'bpjs', 'sehat', 'pd', 'sehat']"
451,"['terima', 'kasih', 'bpjs', 'bpjs', 'ipar', 'bantu', 'rumah', 'sakit', 'kemarin', 'operasi', 'habis', 'jt', 'hamil', 'kandung', 'bpjs', 'gratis', 'iur', 'masyarakat', 'bantu']"
452,"['alhamdulillah', 'hadir', 'bpjs', 'sehat', 'bantu', 'lanjut', 'dukung']"
453,"['alhamdulillah', 'dgn', 'bpjs', 'sehat', 'tarif', 'yg', 'ringan', 'manfaat', 'yg', 'lindung', 'warga', 'masy', 'indonesiaterima', 'kasih', 'kpd', 'peran', 'perintah', 'hadir', 'laksana', 'bpjs', 'kes']"
454,"['mantab', 'moga', 'bpjs', 'sehat', 'masyarakat', 'masyarakat', 'bantu', 'bpjs', 'sehat', 'kecuali', 'keluarga', 'doa', 'bpjs', 'sehat']"
455,"['alhamdulillah', 'program', 'jkn', 'sharing', 'aja', 'iri', 'yg', 'pasti', 'jamin', 'seh', 'pns', 'aja', 'askes', 'tp', 'semenjak', 'ubah', 'jkn', 'kis', 'th', 'alhamdulillah', 'takut', 'daftar', 'anggota', 'keluarga', 'program', 'alhamdulillah', 'gag', 'mikir', 'macem', 'sehat', 'syukur', 'pakai', 'semuga', 'amal', 'subsidi', 'pasien', 'butuh', 'sehat']"
456,"['inget', 'gimana', 'susah', 'obat', 'rumah', 'sakit', 'takut', 'biaya', 'mahal', 'uang', 'tabung', 'gak', 'lgsg', 'rawat', 'inap', 'ngeluh', 'pusing', 'sakit', 'perut', 'sebentar', 'aja', 'obat', 'klinik', 'bekal', 'kartu', 'lagiiiiii', 'jaman', 'skrg', 'peran', 'perintah', 'sih', 'tinggal', 'syukur']"
457,"['perintah', 'perhati', 'masyarakat', 'dengar', 'info', 'positifnyakalo', 'bpjs']"
458,"['sy', 'mlht', 'dgn', 'pres', 'hadir', 'negarapemerintah', 'utk', 'masyarkt', 'miskintdk', 'yg', 'slrh', 'iur', 'subsidi', 'pmerintah', 'bg', 'serta', 'mandiri', 'kelas', 'aktif', 'perintah', 'jg', 'subsidi', 'rp', 'org', 'bln', 'sdgkn', 'serta', 'ttp', 'byr', 'rp', 'mari', 'kt', 'bngkitkn', 'kmbali', 'semangat', 'gotong', 'royong', 'dlm', 'jkn']"
459,"['naik', 'banding', 'manfaat', 'sebandingmanfaat', 'jamin', 'bantu', 'tingkat', 'ekonomi', 'indonesia']"
460,"['buka', 'bacalahbacalahbacalah', 'paham', 'sehat', 'adl', 'yg', 'harga', 'mahal', 'harga', 'tdk', 'tau', 'kpn', 'sakit', 'bs', 'usaha', 'utk', 'jaga', 'negara', 'hadirbertugas', 'utk', 'sistem', 'sehat', 'yg', 'utk', 'jamin', 'warga', 'negara', 'indonesia', 'dmn', 'sajakpn', 'semangat', 'gotong', 'royong', 'niat', 'wujud', 'nikmat', 'tuhan', 'mana', 'dusta']"
461,"['cm', 'warga', 'yg', 'komen', 'bacadengerin', 'tuh', 'bos', 'klo', 'kls', 'turun', 'bae', 'kls', 'klo', 'beneran', 'bayar', 'daptar', 'yg', 'dibayarin', 'perintah', 'beres', 'to', 'wes', 'dkasih', 'jalan', 'perintah', 'ngotot', 'tabayun', 'bos']"
462,"['program', 'yg', 'bantu', 'juta', 'org', 'hrs', 'sulit', 'utk', 'naik', 'tarif', 'utk', 'langsung', 'program', 'yg', 'manfaat', 'utk', 'rakyat', 'indonesia', 'jg', 'terima', 'kasih', 'perintah', 'bpjs', 'sehat']"
463,"['bpjs', 'sehat', 'program', 'perintah', 'yg', 'iur', 'minimal', 'manfaat', 'unlimited', 'perintah', 'bnyak', 'peran', 'bantu', 'masyarakat', 'subsidi', 'iur', 'harap', 'yg', 'bantu', 'yg', 'gotong', 'royong', 'bayar', 'iur', 'alih', 'perintah', 'sepenuh', 'lapor', 'dinas', 'sosial']"
464,"['iur', 'bayar', 'tagih', 'sakit', 'yg', 'tau', 'bpjs', 'defisit', 'karna', 'banyak', 'masyarakat', 'indonesia', 'yg', 'butuh', 'layan', 'sehat', 'sederhana', 'daftar', 'bayar', 'perintah', 'daftar', 'kelas', 'guna', 'bpjs', 'sy', 'keluarga', 'bantu']"
