,Comment,english_translate,polarity,Label
974,kalo lo kamu pada gak mau vaksi yauda jangan doktrin orang ngomong ini itu supaya orang ikut seperti kata kamu dong gimana indonesia mau maju warga nya kebanyakan nyinyir semua sih semua salah di mata manusia nya,"If you don't want a reaction, don't you talk about this doctrine so that people can follow like you said, how do you want Indonesia to move forward, the people mostly make a hint, everything is wrong in the eyes of humans",0.0,1
975,pembodohan,duping,0.0,1
977,vaksinya sampai sekolah,the vaccinations until school,0.0,1
982,dibayar pun ane gak mau di vaksin,I don't even want to be vaccinated,0.0,1
983,mau divaksin,want to be vaccinated,0.0,1
986,eh tolong yaa sampaikan kami tidak butuh vaksin kami butuh makan woyyyyy,uh please tell me we don't need vaccines we need to eat woyyyyy,0.0,1
988,kompas pro vaksin yang perlu diketahui efek samping kepada pemakai vaksin berbeda beda,compass pro vaccine that need to know the side effects of different vaccine users,0.0,1
993,yang saya tahu vaksin china ini harganya dolar setiap satu dan hanya diberi sahaja kpd setiap negara yang terdepan sekali wktu ini adalah vaksin china kira lah dolar satu bahagi sama juta rakyat berapa agak nya,What I know is that the Chinese vaccine costs one dollar each and is only given to each country that is at the forefront of the time this is the Chinese vaccine.,0.0,1
994,harusnya anak orang tua orang yang punya penyakit bawaan tni polri tenaga medis karena meraka garda terdepan,"It should be the child of a parent who has a congenital disease, the police are medical personnel because they are at the forefront",0.0,1
995,anti virus komputer dibuat oleh pembuat virusnya hmmmmmmm,computer anti virus made by the virus maker hmmmmmmm,0.0,1
996,pake nanya lagi yang di prioritaskan pasti pasien covid lah,"using another question, the priority is definitely the covid patient",0.0,1
998,gak yakin ini malah bisa jadi bumerang ke matian masal harusnya dari pemerintah dulu ke rakyat baru percaya kalau itu memang vaksin bukan nya rakyat jadi uji cobanya,"I'm not sure if this could even boomerang to mass death, it should be from the government first to the people and then to believe that vaccines are not the people, so try it",0.0,1
999,ayo drun bikin vaksin tandingan dari china katanya anti china wkwkwkwkwk,"Come on, Drun makes a counter vaccine from China, he said, he was anti-Chinese",0.0,1
1000,saya ga mau di vaksin,I don't want the vaccine,0.0,1
1,penelitian vaksin yang begitu cepat vaksin dbd sars dll aja belum tmukan,"research on vaccines that are so fast is the dbd sars vaccine, etc. have not been found",0.2,2
3,yang divaksin pertama harusnya orang nomor di ri presiden suntik pertama biar rakyat percaya jika vaksin itu aman bukan cuma buat coba doang,"the first person who is vaccinated should be the number in the president's ri. The first injection so that the people believe that the vaccine is safe, not just for testing.",0.3333333333333333,2
5,yang pertama disuntik vaksin januari adalah presiden kantor stap presiden anggouta dpr elit elit politik mentri mentri polri tni asn masyarakat jangan masyarakat dulu yang diatas dulu pa,"the first one who was injected with the vaccine in January was the president of the stap office president, members of the dpr elite political elite, ministers, ministers, national police, tni asn society, not the people who were above first",0.125,2
7,harap nya vaksin tidak berjaya nanti auto kaya kalian wkwk,"I hope the vaccine doesn't work, your auto will be rich, huh",0.375,2
9,lol vaksin darimana ini korona dalam hitungan bulan sudah ada aja vaksinnya lah penyakit sebelumnya apa kabar,"lol the vaccine where did this come from, corona in a matter of months there was already a vaccine, the previous disease, how are you",0.3166666666666667,2
12,saya mah tidak divaksin saya baik baik saja,I'm not vaccinated I'm fine,0.4166666666666667,2
13,surat kepedulian rakyat untuk pemimpin skrup assalamualaikum wr wb dengan hormat kita masyarakat untuk bapak ibu di gedung kepemimpinan president adalah pemimpin kami dpr adalah dewan perduli rakyat katanya kami sebagai masyarakat sangat takut president dan seluruh anggota dpr terjangkit covid maka saya masyarakat dengan penuh rasa hormat dan cinta kepada bapak president dan untuk seluruh ketua anggota dpr di suntikan vaksin lebih dulu karna insya allah dengan izin allah imun kami kuat karna bekerja setiap harinya panas panasan kehujanan kesaljuan dll cuaca sudah kami rasakan cukup sekian surat cinta ini saya lampirkan wassalamualaikum wr wb oktober,"a letter of concern to the people for the leader of the couplet assalamualaikum wr wb with our respect, the community for the ladies and gentlemen, in the presidential leadership building, our leader is our leader, the DPR is a council that cares for the people, he said we as a society are very afraid of the president and all members of the DPR being infected by covid, so I am the community with full respect and love To Mr. President and to all DPR members, the vaccine is given first because God willing, with Allah's permission, our immunity is strong because we work every day, hot, hot, rainy, weather etc.",0.18791666666666665,2
14,sudah lah nggak usah nunggu yang ketiga dan izin bpom sekarang suntikan ke presiden lengkap dengan para menteri dan seluruh ponggawa nya dan juga para wakil wakil kita di dpr sebagai uji coba nya yang telah dapat vaksin ini di persilahkan jalan jalan ke wisma atlit sambil salami satu persatu dengan tanpa masker hasil nya ditunggu rakyat lah,"No need to wait for the third one and BPOM's permission, now the injection to the president, complete with the ministers and all the staff and also our representatives at the DPR as a trial, who have got this vaccine are invited to walk to the athletes' homestead while shaking hands one by one without a mask, the people are waiting for the results",0.05,2
15,yang pertama di vaksin adalah presiden dan seluruh menteri anggota dpr ri seluruh gubernur dan pejabat lainnya beri contoh dulu,"the first to be vaccinated is the president and all ministers, members of the dpr ri, all governors and other officials, give an example first",0.125,2
16,kalo benar wakil rakyat dpr mohon rakyat diwakili dulu untuk coba vaksinnya nggih,"If true, the People's Representative Council, the People's Representative Council, ask the people to be represented first to try the vaccine",0.3,2
18,president dulu disuntik vaksin baru rakyat kalau gak mau rakyat gak usah disuntik rakyat sehat kok divaksin vaksin belum di uji coba di indo kok langsung di pakai mengenaskan,"The president used to be injected with a new vaccine for the people, if you don't want the people, you don't need to be injected with healthy people, how come the vaccines haven't been tested in Indonesia, how come they are used directly",0.24545454545454545,2
19,kenapa yang di uji coba para relawan harusnya yang sudah terpapar positip cvid saja hdeeeeh,"why the volunteers who have been tested should have been exposed to positive cvids, hdeeeeh",0.22727272727272727,2
20,aduh pa presiden coba berfikir cerdas jangan terpengaruh oleh who silahkan saja para pejabat aja dulu ingat tulisan saya apa yang akan terjadi dikemudian hari kalian nanti akan mengerti apa itu copid,"Ouch, the president, try to think smart, don't be influenced by who, please, the officials, just remember my writing, what will happen in the future, you will understand what a copid is",0.10714285714285714,2
24,vaksin tidak akan ada gunanya,the vaccine won't do any good,0.7,2
25,ora sudi nganggo vaksin covid,ora willing to accept the covid vaccine,0.25,2
26,maaf saya kira lelet tahun depan berapa banyak makan korban lagi pak uji coba ngapain repot siii pak kasih aja sama yang kena corona dahulu dari pada yang kena corona dikasih obat asal setuju like,"Sorry, I think it's slow next year, how many more victims will eat, sir, what are you doing to bother, sir, just give me the same who got the corona first instead of the one who got the corona medicine as long as they agreed to like",0.049999999999999996,2
27,bingung dah sama penguasa khan jelas vaksin hanya specifik covid sedang covid sudah mutan mutasi beratus bahkan beribu kali apalagi bersifat ade justru diberi vaksin yang bukan specifiknya peruntukkannya akan menjadi lebih ganas,"Confused with the authorities, it is clear that the vaccine is only specific to Covid, while Covid has mutated hundreds and even thousands of times, especially if it is ade, it is actually given a vaccine that is not specifically intended for it will be even more virulent",0.028571428571428574,2
29,yang pertama di suntik sebelum rakyat bapak presiden wakilny ketua mpr dpr semua pejabat negara dan harus di saksikan pihak yang netral bukanny percaya tapi vaksin itu dari china,The first one was injected before the people Mr. President Vice Chairman MPR DPR all state officials and must be witnessed by a neutral party that does not believe but the vaccine is from China,0.25,2
30,uji coba di tikus tikus penghuni gedung dpr dulu ya jangan uji ke manusia dulu,"Test it on mice, rats that inhabit the DPR building first, don't test it on humans first",0.25,2
31,sementara ada pendapat ahli yang perlu kehati hatian karena vaksinnya bisa malah menimbulkan makin ganasnya covid pada yang divaksin,While there are expert opinions that need to be careful because the vaccine can actually cause more ferocity of Covid in the vaccinated,0.13333333333333333,2
32,ragu boleh kan,"doubt, right?",0.2857142857142857,2
34,vaksin imunisasi orang dulu yang di imunisasi sehat sehat umur panjang nenek saya aja yang lahir jaman jepan masih sehat sedang kan anak nya sudah yang meninggal,"immunization vaccines old people who were immunized healthy healthy, long life my grandmother who was born in the future is still healthy, right?",0.2622448979591837,2
35,cobain ke presiden dulu sama keluarganya terus cobain ke dpr dan jajaran pemerintah,try to the president first with his family continue to try to dpr and government ranks,0.25,2
36,pilih vaksin atau obat yang akurat memiliki presentase kesembuhan tinggi jangan kena pu lagi seperti rp test sangat tidak akurat,"choose a vaccine or drug that is accurate and has a high percentage of cure, don't get it anymore like the rp test is very inaccurate",0.25333333333333335,2
38,masyarakat yang cerdas hati hati vaksin covid dititip virus lain yang akan diaktifkan kembali akhirnya yang sehat setelah di vaksin virus yang satu terjangkit virus yang lain dan akan jadi masa pendemi yang takberkesudahan,"People who are smart, be careful that the Covid vaccine is entrusted with another virus that will be reactivated, finally a healthy one after the virus vaccine has contracted another virus and will be a endless pandemic",0.12232142857142858,2
39,kami no kasih aja dulu ke pemerintah,we just give it to the government first,0.25,2
40,mending ambil vaksin dari bau jigong sama bau ketek ni hargai trilyun dijamin tidak bakal korona lagi secara ini opang kuli bangunan pedagang asongan pake masker kain yang tidak pernah dicuci cuci tetep sehat dengan mulut yang bau jigong karna sudah lm tidak gosok gigi tidak da pemasukan bro buat beli odol ketek super bau tidak kuat beli rexona orang orang bilang ini orang sakti tidur dijln diusir dari kontrakan tidak kuat bayar kontrakan tidak dapat bansos cm makan dari sisa warteg dan warung padang lumayan nasi sisa bikin kenyang jg punya hp tidak punya pulsa cm bisa wifi gratisan warteg ada jg yang kasihan ngasih duit katanya buat beli odol sama rexona bilang aja karna mulut bau dan ketek bau korona jadi takut sama ada lagi yang bilang masa sih bilang aja ni masih hidup sehat kan langit sebagai atap rumahku bumi sebagai lantai menyusuri jalan,"It's better to get the vaccine from the smell of jigong and the smell of ketek, this is guaranteed to be trillions. This way, construction workers, hawkers, wear a cloth mask that has never been washed, wash it, keep it healthy with a mouth that smells jigong because you don't brush your teeth, there's no income bro make buy toothpaste ketek super smelly not strong buy rexona people say this is a powerful person sleeping on the road evicted from the rent can not pay for rent can not social assistance There are also wartegs who are sorry for giving money, he said, to buy toothpaste and rexona, just said because the mouth smells bad and the kettle smells of corona, so I'm afraid of the same, someone says it's still a healthy life, right?",0.03214285714285717,2
42,wkwkwkwk ngomong seperti tuhan bisa mengetahui segala mencegah lebih baik dr mengobati mencegah aja gak bisa ini lagi mau mengobati,wkwkwkwk talking like God can know everything to prevent it is better than cure prevent it can no longer want to cure,0.5,2
43,kenapa gak diam aja deh mending fokus ngurangin penularan covid daripada koar koar vaksin klise,"why don't you just stay quiet, it's better to focus on reducing the transmission of covid than the clichéd vaccine",0.25,2
44,mana vaksin woy dari pas pertama korona mau bikin vaksin tapi ga jadi btw kalo sudah jadi tolong jangan diuji coba ke rakyat dulu penjabat tinggi dulu,"Where's the vaccine from the first time when Corona wants to make a vaccine but it doesn't work, if it's already done, please don't try it on the people first, high-ranking officials first",0.2375,2
45,paling juga prank,most also prank,0.5,2
48,dpr mpr seharusnya yang di buat uji klinis dulu berani tidak mpr dpr,MPR MPR should have been made in clinical trials first dare not MPR DPR,0.25,2
52,lama kali siap januari harusnya ya di prioritaskan lah paling lama bulan depan ada gt,"long time ready for January, yes, it should be prioritized the longest next month there is gt",0.05000000000000001,2
58,abis itu vaksin nya di suruh bayar sama rakyat sama aja dong pak gratis harus nya untuk masyarakat indonesia keadilan bagi seluruh rakyat indonesia,"After that the vaccine is ordered to pay for the same people, please, sir, it's free for the Indonesian people, justice for all Indonesian people",0.2,2
59,bodo amattttttt kita sudah normal kembali gak pake masker toko sudah jam lu di bodohi dan suruh beli vaksin itu,"bodo watch, we are back to normal, not wearing a shop mask, it's been hours when you were fooled and told to buy the vaccine",0.075,2
69,yang pertama pakai harus pejabat tinggi dulu baru rakyat,the first to use must be high officials first then the people,0.22,2
